868,1
876,4
879,9
888,36
889,2
895,1
896,3
897,2
899,209
907,5
908,26
909,1
914,38
915,11
917,9
922,8
923,4
926,15
931,1
932,31
933,23
935,22
937,1
947,3
951,11
955,5
960,2
964,843
966,5
968,311
969,1380
973,3
980,234
982,8
985,2
988,5
990,6
991,5
994,62
995,5
996,6
999,2
1002,10
1006,1
1009,1
1010,187
1012,28
1013,75
1017,1
1018,72
1019,43
1024,244
1032,1
1035,1
1037,97
1041,4
1042,32
1044,9
1051,1
1053,17
1054,45
1055,3
1058,14
1059,15
1061,2
1065,1
1066,5
1067,2
1068,13
1071,443
1074,25
1080,12
1081,5
1083,422
1090,2
1091,3
1092,1
1094,2
1096,1
1098,1
1103,2
1104,50
1111,1
1113,1
1115,5
1119,11
1122,8
1125,14
1126,237
1132,22
1134,187
1135,2
1136,3
1137,96
1138,18
1139,14
1140,40
1146,1
1147,2568
1152,13
1153,4
1154,2
1163,646
1172,42
1173,4
1178,18
1187,1
1188,31
1189,42
1190,1786
1191,14
1192,366
1193,357
1194,1
1195,7
1200,1
1201,3332
1203,5
1205,1
1206,1
1212,4
1219,19
1221,1
1223,2
1225,10
1227,4
1229,67
1231,3
1232,2
1233,397
1234,3
1236,258
1237,6
1238,1
1239,9
1243,4
1249,6
1250,71
1254,71
1257,71
1260,71
1266,1
1267,64
1270,24
1273,2
1277,5
1280,1
1284,4
1285,6
1288,28
1289,3
1295,9
1296,7
1297,193
1309,2
1310,1
1313,48
1315,2
1316,1
1321,18
1322,18
1324,116
1327,2
1328,44
1331,6
1332,79
1335,1503
1336,10
1343,1
1344,168
1349,1
1350,9
1354,34
1355,1
1358,1
1360,42
1364,95
1365,16
1368,4
1370,46
1371,5
1373,3
1375,4
1379,6
1382,1
1389,59
1393,2
1395,3
1396,19
1399,26
1404,2
1405,2
1407,3
1411,5
1412,129
1413,26
1415,74
1419,2
1420,1126
1421,14
1422,536
1430,2
1431,5
1432,3
1436,2
1437,80
1438,618
1439,1
1440,356
1447,1
1448,11
1450,1
1452,1
1457,5
1460,1
1464,1
1467,27
1473,10
1474,2
1475,1
1476,21
1478,49
1480,3
1481,10
1482,7
1486,1
1490,6
1493,4
1496,1
1497,3
1502,11
1503,10
1504,1
1508,5
1512,4
1524,1
1525,5
1530,1
1532,1
1536,247
1537,48
1542,9
1545,13
1564,11
1566,28
1568,34
1572,8
1575,5
1576,6
1578,1
1581,2
1582,53
1585,5
1586,7
1588,4
1592,83
1593,33
1596,5
1598,195
1604,1
1608,2
1609,3
1610,2
1611,3
1613,741
1620,3
1621,1
1622,53
1629,1
1630,1
1631,7
1633,130
1635,3
1637,6
1638,46
1639,370
1641,6
1642,10
1647,7
1649,2
1650,42
1651,3
1654,5
1656,5
1662,1
1663,2
1666,1813
1669,1
1670,23
1671,101
1673,8
1682,123
1684,1
1695,2
1697,9
1700,3
1705,29
1706,251
1707,6
1711,3
1712,14
1713,1
1718,19
1719,14
1722,369
1725,48
1731,1
1735,1
1737,5
1742,5
1747,2
1749,3
1750,9
1751,1
1753,16
1754,14
1759,9
1760,1
1765,60
1767,5
1769,1
1773,4
1775,7
1776,2
1781,1
1784,433
1786,214
1787,49
1791,2
1792,1
1795,164
1799,1
1802,35
1805,3
1807,2611
1811,12
1817,99
1820,21
1825,3
1833,12
1835,77
1836,1
1837,2
1838,2
1845,143
1848,1
1852,8
1854,36
1856,95
1867,40
1870,2
1871,1
1881,2
1889,31
1897,2
1898,87
1902,1
1904,50
1908,1
1912,4
1921,20
1923,5
1924,115
1925,14
1926,3
1927,1
1940,370
1944,21
1946,1
1947,7
1949,6148
1953,1
1956,2
1958,999
1962,3
1966,224
1971,6
1973,1
1977,3
1982,7
1983,1
1985,25
1994,13
1996,2
1997,4
1998,34
2001,3
2006,15
2008,167
2010,149
2011,2
2015,36268
2016,1
2020,3
2022,8
2026,52
2032,1
2034,20
2036,67
2037,1
2038,3
2039,13
2042,2
2043,248
2044,4
2046,35
2047,4
2054,157
2055,4
2066,1173
2070,1531
2071,1
2078,40
2079,2
2081,9
2082,6
2084,6
2087,30
2089,2
2092,32
2095,4
2096,1
2097,136
2102,3
2108,24
2110,3
2113,1
2114,2
2115,1
2118,1
2122,1
2124,411
2132,1
2133,4
2134,17
2138,4
2140,3
2146,27
2150,5
2153,2
2155,25
2168,3
2171,3
2172,8
2173,2
2174,14
2175,359
2176,36
2179,75
2183,40
2184,19
2187,73
2191,6
2192,154
2195,2
2198,36
2199,13653
2200,109
2202,116
2205,1
2214,21
2215,11
2216,2
2217,7
2220,1
2221,18
2223,14
2228,9
2229,128
2230,9
2240,7
2254,8
2256,1
2260,6148
2261,36
2265,1
2267,4
2268,234
2273,1
2276,3
2277,6
2281,10496
2283,3
2284,1
2286,234
2289,6148
2290,101
2291,3
2302,1
2309,12
2314,4
2318,2
2319,1
2322,5
2323,4
2326,2
2329,5
2331,1
2333,1
2334,68
2336,449
2338,8
2343,2
2345,10
2346,12
2347,12
2348,1
2350,3
2361,234
2364,2
2368,3
2372,3
2373,15
2375,20
2376,22
2377,158
2378,234
2379,1
2384,86
2388,1
2393,36
2394,23
2404,1
2407,13
2417,45
2421,9
2423,3
2424,4
2426,31
2427,23
2428,8
2430,234
2432,2
2435,5
2437,6
2438,26
2444,2
2445,5
2447,17
2456,12
2458,103
2460,1
2461,9
2463,98
2467,3
2472,3
2474,1
2480,1
2483,1
2487,3
2488,29
2490,5
2491,3
2492,31
2493,1
2496,1
2497,3
2500,8
2502,4
2512,3
2516,234
2518,11
2521,2
2522,5
2525,1
2526,4
2527,6
2530,27
2533,2
2534,3
2535,33
2538,7
2541,711
2542,1
2546,27
2548,6148
2551,8
2553,23
2555,1
2556,22
2557,90
2561,6148
2563,1
2564,3
2567,92
2572,17
2574,1
2575,1
2576,8
2577,121
2578,2
2580,5
2584,9
2585,165
2586,1
2591,4
2593,152
2594,8
2595,3
2596,7
2602,2
2605,420
2607,3
2614,4
2621,51
2623,1
2627,11
2628,1
2629,14
2630,3
2632,1
2634,5
2642,11
2646,2
2649,36
2653,354
2654,221
2655,80
2656,35
2658,23
2659,297
2660,2
2661,33
2664,2
2667,38
2669,2
2670,136
2674,17
2678,81
2679,110
2680,222
2681,1
2682,1
2689,12
2690,3
2692,3
2698,137
2701,354
2702,2
2704,2
2707,1944
2711,2
2712,47
2717,1
2719,4
2720,16
2722,9
2724,20
2727,11
2730,1
2731,87
2732,1
2733,5
2734,4
2736,1
2737,1
2739,6148
2741,3
2742,1
2746,26
2747,2
2749,2
2751,6
2752,5
2753,1
2754,47
2755,1
2757,9
2761,7
2762,3
2765,6148
2768,3288
2770,1
2778,1
2782,1
2783,24
2788,7
2791,1
2793,1
2794,30
2798,3
2800,136
2802,2
2803,1
2806,5865
2807,4
2812,161
2814,11
2819,2
2823,4
2827,2
2833,48
2838,1
2839,739
2840,63
2847,13
2849,13
2850,3
2852,13
2853,23
2854,21
2860,9
2866,3
2867,5
2869,8
2876,549
2877,10
2880,1
2882,11
2887,1
2888,1
2894,17
2895,4
2897,2
2899,1
2913,1
2920,5
2925,52
2930,3847
2936,1
2945,11171
2947,10
2948,4
2950,2
2956,13
2957,13
2958,8
2960,1067
2961,5
2962,1
2965,1078
2970,24
2973,11
2976,3
2977,2
2979,1
2984,340
2985,1
2987,3
2989,2
2991,3
2992,13
2997,31
2999,5
3003,5
3005,163
3006,13
3007,3
3012,95
3013,3
3015,2
3018,3
3022,149
3035,5
3040,13
3045,254
3054,1
3055,75
3057,9
3064,5
3065,42
3066,25
3067,254
3068,254
3072,254
3074,254
3075,6
3076,254
3082,1
3085,3315
3088,14
3090,1
3092,25
3100,97
3109,1
3110,1
3114,1
3119,9
3120,19
3121,36
3122,1
3127,2
3132,5
3135,44
3138,1
3142,119
3146,168
3147,17
3149,32
3151,1
3152,21
3153,9
3154,8
3155,1594
3159,1
3161,9
3167,1
3168,16
3171,1
3176,12
3177,3
3181,4
3182,1
3183,1713
3190,11
3191,119
3195,3
3200,2
3203,14
3206,34
3210,2
3212,37
3213,89
3216,15
3221,4
3223,4
3224,4
3225,1
3226,1
3232,1
3238,17
3248,2
3256,2
3262,9
3271,2
3276,20
3287,6
3294,1
3297,969
3299,2
3306,2
3309,1
3317,5
3318,3
3319,4
3323,1
3324,1
3333,3
3334,3
3337,82
3340,4
3341,1
3343,6
3344,8
3345,1
3347,1
3351,2
3352,3
3353,591
3354,1
3357,1
3359,1
3360,143
3361,4
3362,1
3365,35
3369,1
3371,7
3374,7
3376,5
3382,20
3383,99
3387,4
3390,23
3393,22
3399,5
3400,2
3406,4
3409,1
3411,231
3417,177
3419,1
3427,42
3431,1
3433,39
3436,402
3440,4
3445,1
3448,5
3452,1
3453,1
3465,79
3466,2
3468,1
3471,21
3475,1
3476,45
3477,118
3479,73
3480,2
3481,1
3490,6
3491,118
3496,6
3497,3
3500,29
3504,1
3506,166
3507,1
3508,14
3509,669
3514,1
3515,3
3516,476
3517,3
3520,1
3524,8
3537,8
3540,1
3541,4
3542,1
3547,2
3550,21
3552,15
3555,34
3559,660
3569,15872
3572,54
3576,6
3579,480
3580,76
3589,2
3594,1
3596,16
3597,16
3598,1859
3599,1
3603,4
3604,8
3607,2
3608,1
3613,123
3614,6
3615,6
3621,5
3623,1
3626,4
3628,1
3629,1
3634,10
3638,1
3644,28
3648,20
3650,8
3651,518
3652,8
3662,3
3665,15602
3669,1
3671,7
3673,1
3677,151
3679,1
3683,96
3685,16
3686,12
3687,5
3689,1
3690,2
3695,560
3697,5
3698,374
3699,1
3703,3
3705,39
3707,7
3712,1
3713,16
3722,7
3725,102
3726,422
3729,5
3730,100
3731,5
3739,1
3740,1
3745,54
3749,15
3750,16
3761,22
3766,4
3768,3
3769,1
3774,1
3776,10
3780,142
3787,4
3789,3
3791,3
3793,4
3794,39
3795,24
3796,1481
3798,24
3799,2
3800,9
3802,81
3805,1
3816,23
3822,8
3824,68
3825,4
3826,2
3827,4
3828,97
3833,113
3840,2
3841,1
3842,1
3845,86
3847,3
3849,15
3850,1
3858,582
3859,3
3860,57
3861,5
3869,8
3873,23
3874,4
3877,570
3879,6
3880,2
3881,4
3885,12
3886,3
3894,3
3896,1
3901,36
3908,7
3909,4
3915,1
3916,6
3917,19
3918,3
3919,1
3920,1
3923,2
3932,24
3934,42
3937,4
3941,729
3942,1267
3944,1
3945,182
3950,1
3960,21
3965,168
3967,3
3972,440
3973,57
3974,14
3976,14056
3977,2
3983,2
3989,5
3994,91
3996,18
4001,2
4002,19
4004,1
4005,1
4008,38
4009,161
4011,1
4012,3
4018,9
4020,1
4021,2
4024,6
4028,89
4029,7
4030,1039
4034,16
4036,8
4039,2
4053,4
4060,4
4061,607
4070,50
4072,6
4079,3
4081,36
4091,11
4095,5
4098,36955
4100,7
4106,10
4107,5
4114,3
4116,21
4123,159
4126,15
4127,1
4136,1
4137,2805
4141,126
4142,1
4143,3
4144,158
4151,4
4155,1965
4156,3
4163,384
4164,2
4166,23
4167,7
4170,1
4174,43
4182,2
4190,59
4193,15
4195,291
4196,59
4201,81
4210,9
4212,1
4217,8
4220,12
4221,3
4226,1
4229,2
4230,83
4237,3
4238,24
4240,1
4241,1
4242,11
4244,3
4248,8
4249,45
4250,30
4251,15
4255,18
4256,95
4271,10
4275,8498
4278,11
4279,10
4281,1
4282,1
4284,13
4285,1
4291,1
4294,34
4302,7
4303,2
4312,9
4315,7
4319,4
4326,15
4332,1298
4346,405
4350,63
4357,9
4358,26
4359,1
4360,3
4363,6
4366,3
4369,3
4370,25
4372,56
4376,1142
4379,1
4387,1
4390,21
4393,188
4394,9
4396,1
4397,68
4398,29
4399,4
4400,272
4404,6
4405,42
4409,1
4410,70
4411,74
4414,61
4416,4
4417,4
4421,215
4422,4
4425,5
4426,17
4432,16
4434,20
4436,91
4437,2
4441,1
4443,5
4444,34
4445,84
4449,3
4450,1
4452,3
4457,15
4460,1800
4462,2
4463,76
4464,3
4466,10
4467,7
4480,1
4481,7
4483,1
4488,15
4489,47
4490,90
4494,4
4495,8
4498,7
4501,1
4504,8
4505,42
4506,7
4507,24
4515,1
4518,3
4521,46
4528,39
4530,31
4532,85
4537,1
4550,97
4562,6
4563,9
4565,10
4566,2
4568,1
4569,2
4574,145
4579,11
4581,2
4582,7
4583,1
4584,1
4585,247
4590,22
4592,8
4595,132
4600,1
4601,1
4602,1992
4608,276
4609,22
4610,2
4611,292
4619,12
4630,354
4632,2
4639,10
4640,19
4641,2
4642,36
4645,11
4652,21
4653,21
4654,1
4656,6
4661,28
4662,2
4664,3
4667,75
4673,873
4674,2
4677,11
4681,7
4684,4
4688,16
4689,356
4690,1
4693,163
4694,22
4695,2
4698,9
4704,46
4705,1
4706,54
4709,10
4715,44
4718,10
4719,80
4723,1713
4725,4157
4727,9
4737,26
4741,314
4745,4
4748,12
4752,10
4754,112
4755,42
4757,7
4760,1
4761,111
4762,1
4765,32
4771,9
4783,91
4784,12
4785,2
4786,1
4789,13
4790,7
4799,2
4801,84
4804,66
4805,2
4806,3
4811,1
4815,1
4820,253
4823,2
4824,5
4825,3
4831,2349
4839,2
4841,8
4842,116
4843,8
4845,14
4846,1
4852,13
4853,18
4854,1
4857,1
4858,2
4862,3
4868,2
4869,3
4870,1
4872,813
4881,4
4885,458
4891,41
4898,4
4899,1
4900,7
4904,3
4908,7
4913,32
4914,14
4915,8
4917,35
4920,1
4921,3
4929,60
4930,1
4931,1
4937,2
4938,61
4942,1
4943,83
4944,115
4945,1
4948,5
4949,4
4956,9
4963,961
4966,271
4970,90
4974,6
4979,25
4983,4
4985,3
4986,1192
4987,11
4988,1
4990,10
4992,41
4994,1
4995,2
5000,3
5005,3
5006,886
5007,2
5008,9
5010,48
5011,1
5012,1
5014,3
5016,2
5017,7
5021,4
5024,120
5025,8
5026,32
5032,11
5040,2
5041,53
5045,1
5046,2
5050,3
5052,1
5053,5
5061,2
5063,13
5064,7
5067,335
5068,90
5069,12
5076,102
5079,7
5081,13
5082,1
5086,2
5087,25
5091,19
5096,1
5098,1
5099,839
5101,3
5102,172
5104,1
5109,114
5111,5
5112,43
5115,4
5117,7
5121,18
5123,4
5125,6
5127,162
5130,3
5132,1
5133,2156
5137,7
5144,7
5145,815
5153,45
5158,3
5164,5
5166,7
5173,15
5175,4
5177,6
5178,5
5180,614
5181,9
5182,5
5183,1
5184,1
5185,531
5186,8
5190,8
5195,12
5196,15
5197,3
5200,1
5206,9
5208,3
5209,218
5213,29
5214,92
5216,17
5221,7
5222,65
5224,1
5225,839
5229,5
5232,5
5234,1
5236,7
5237,5
5241,374
5242,10
5243,5
5244,90
5248,202
5249,6
5251,9
5252,63
5255,1
5257,22
5258,5
5264,54
5265,95
5274,91
5275,3
5278,3
5279,5
5284,3
5290,2
5296,8
5299,100
5303,9
5307,5
5309,1
5313,16
5314,1
5315,8
5316,7
5317,18
5319,180
5320,23
5324,3
5326,1
5327,2
5329,1
5331,14
5335,38
5337,5
5340,4
5341,49
5343,32
5346,16
5348,39
5354,1
5358,4
5360,7
5364,110
5365,378
5366,243
5367,3
5368,53
5371,815
5373,32
5375,1
5380,4
5394,3
5398,1
5402,2
5404,9
5405,10
5419,1
5422,3
5425,62
5436,13
5439,2
5441,153
5452,13
5453,10
5454,1
5456,3
5459,100
5460,100
5463,100
5464,100
5465,100
5467,2
5468,4
5471,7
5472,8
5473,3
5474,9
5476,6
5477,2
5484,36
5485,42
5486,2
5488,17
5489,3
5490,12
5492,9
5493,519
5494,3
5498,2
5510,29
5511,5
5514,149
5517,9
5520,1
5521,3
5522,43
5523,7
5524,5
5525,1
5531,1
5532,5
5536,2
5539,18
5540,1
5541,118
5544,34
5546,31
5547,2532
5554,110
5556,3
5560,1
5562,1
5563,2
5564,4
5569,52
5573,93
5579,48
5582,3
5583,10
5584,2
5590,4242
5594,11
5596,2
5597,1
5599,3
5600,1
5601,3669
5602,13
5603,3
5612,1
5614,3
5618,6
5619,37
5622,3
5629,1
5630,1
5632,2
5637,9
5652,48
5655,3
5656,4
5659,48
5662,881
5663,2
5664,2
5666,16
5673,32
5674,46
5677,10
5680,1
5684,6
5689,46
5695,7
5698,9
5703,40
5705,3
5706,1
5710,57
5714,5
5717,14
5718,48
5723,2806
5726,2
5728,1
5734,1
5735,1
5741,22
5742,90
5743,1
5746,2
5748,5
5749,4
5751,2
5763,15
5765,7
5767,1
5777,18
5778,91
5780,1
5781,174
5782,1
5783,3
5785,5624
5789,19
5793,6
5795,23
5796,3
5799,2
5800,9
5803,3
5810,71
5811,19
5813,11
5816,134
5821,97
5822,1
5824,1
5827,2
5831,9
5832,151
5837,3
5842,4
5848,1
5851,6
5856,2
5857,50
5862,2
5864,4
5869,1
5876,89
5878,50
5880,3
5881,20
5882,1
5883,1
5885,53
5886,71
5888,14
5890,17
5894,37
5896,16
5901,5
5902,7
5905,4
5912,29
5914,7
5915,7
5923,11
5924,3
5926,84
5928,7
5930,9
5933,1
5934,43
5935,7
5937,1
5938,4
5939,34
5942,2
5946,29
5948,7
5949,6
5950,520
5962,15
5964,4
5965,1124
5969,46
5970,107
5979,1
5982,4
5985,23
5986,1
5987,98
5989,2
5992,7
5997,274
5998,14
5999,8
6002,11
6010,91
6012,1
6013,250
6016,17
6021,1
6022,17
6023,41
6026,35
6027,1
6030,575
6035,7
6040,741
6043,27
6045,5
6046,2
6048,4
6052,9
6055,198
6056,4
6061,783
6062,62
6063,1
6068,11
6071,1
6073,1
6074,873
6075,25
6080,22
6082,28
6084,2
6089,1
6095,17
6107,83
6110,1
6115,12
6116,4
6118,1
6119,17
6120,37
6123,1839
6125,3
6130,2
6138,7
6142,710
6144,15
6147,6
6150,1
6151,1
6154,99
6160,8
6162,1
6165,46
6167,17
6168,1
6173,247
6177,1
6180,60
6181,1
6183,1
6186,2
6188,1395
6192,2
6193,59
6196,4
6198,48
6201,219
6203,4
6210,28
6211,3
6212,1
6213,9
6219,2
6220,3
6222,38
6224,1
6225,1
6228,18
6229,2
6230,6
6231,2
6241,1
6243,18
6245,113
6247,1
6252,1
6255,221
6256,2
6258,1
6263,1
6264,2
6266,6
6267,6
6268,7
6269,129
6273,37
6276,1
6278,6
6279,8
6280,1
6284,29
6287,1
6294,4
6295,49
6299,22
6301,1
6302,22
6304,1
6308,8
6314,1
6322,4
6323,1
6327,1
6329,10
6331,1
6332,2
6333,410
6334,3
6339,1
6340,1
6341,1
6342,10
6344,218
6346,16
6348,11
6350,3
6351,9
6353,2
6357,5
6360,2
6362,150
6363,16
6368,20
6370,1
6372,1
6376,1
6383,1
6384,5
6385,3
6388,24
6394,38
6395,26
6403,4554
6407,61
6408,1
6409,3
6412,35
6419,1
6422,1
6426,2
6429,67
6432,37
6434,122
6435,1
6436,138
6443,351
6448,1
6451,1
6452,2
6457,5
6459,48
6465,34
6471,14
6477,17
6479,1
6482,4
6484,4
6485,5
6493,5
6494,36
6495,19
6501,388
6502,2
6503,121
6507,14
6508,3
6514,63
6515,1
6516,1
6518,59
6519,9
6521,17
6525,1
6530,12
6535,1
6536,1
6537,5
6539,2
6544,1
6547,2
6551,2
6553,183
6557,39
6560,76
6561,2
6562,1
6564,24
6567,4
6573,1
6575,15
6576,5
6577,1
6583,4
6585,3
6586,1
6587,543
6588,1
6596,1
6597,3
6601,6
6608,1
6610,109
6612,14
6618,77
6621,4
6623,2
6625,1
6628,2
6630,1
6634,2
6635,7
6637,2
6643,1
6645,1
6647,2
6649,448
6652,4
6657,8
6659,1
6664,21
6667,22
6668,1
6669,44
6670,2
6673,17
6675,11
6677,21
6680,2
6682,1
6685,543
6686,1
6687,22
6688,2
6690,5
6693,13
6696,2
6698,2
6699,1403
6701,24
6704,6
6705,2
6708,10
6715,146
6718,20
6722,9
6725,1
6733,145
6736,11
6737,2
6741,1
6745,138
6747,11
6749,3
6751,32
6763,10
6764,1
6765,2
6766,294
6768,1
6770,5
6771,33
6772,883
6773,6
6776,2
6777,1
6778,6
6781,174
6783,1
6785,13
6788,7
6791,4
6792,1
6795,5
6796,1
6797,228
6798,9
6799,1185
6807,19
6810,154
6813,47
6814,10057
6822,412
6824,34
6825,2
6827,4
6828,2
6829,51
6830,103
6831,2
6836,1
6837,130
6838,77
6839,1
6840,2
6843,12
6848,186
6851,1
6853,3
6858,81
6859,1
6866,166
6870,1
6871,28
6876,14
6877,22
6880,1
6884,1
6888,43
6896,1
6902,1
6903,51
6906,279
6907,12
6911,7
6914,21
6915,6
6916,12
6917,34
6918,8
6920,98
6924,2
6925,76
6930,1
6939,3
6947,184
6952,2
6954,273
6971,1
6973,8
6975,1
6976,294
6979,2
6981,3
6984,1
6988,1
6997,8
7001,3
7003,4
7010,1
7013,7
7014,359
7020,24
7021,3
7026,3
7029,67
7030,3
7036,354
7040,4
7044,1
7045,1
7046,27
7052,6
7058,8
7062,16
7065,27
7072,2
7075,18
7076,3
7081,3
7083,2
7084,1
7088,10
7094,3205
7098,3
7102,53
7104,57
7108,1
7109,6
7115,1539
7120,49
7123,39
7126,15
7128,80
7129,2
7130,5
7132,19461
7133,5
7135,30333
7136,1
7137,5
7138,1325
7141,1
7142,1
7149,1
7153,2
7155,93
7156,146
7161,94
7162,6
7164,103
7167,5
7170,8
7172,15
7173,15
7177,1
7178,1
7185,17
7189,4
7196,21
7197,242
7208,18
7209,1
7212,9
7215,14
7217,117
7220,33
7221,281
7222,7
7223,5
7225,13
7231,1
7232,1
7233,6
7236,22
7237,315
7239,1
7241,43
7244,10
7248,67
7256,4
7258,2
7259,160
7263,5
7264,2
7265,5
7269,15
7274,19
7277,45
7280,1
7282,3
7285,3
7292,10
7294,3
7295,4
7296,2
7297,2072
7302,1
7304,8
7305,15
7311,1
7313,4
7315,2
7318,11
7319,3
7320,7
7322,1
7323,16
7325,4555
7328,10
7332,1
7334,4
7336,15
7337,4
7338,5
7341,52
7342,6
7348,1
7359,30
7363,86
7364,22
7368,4
7370,10
7371,1
7376,70
7377,102
7380,2
7383,7
7389,3
7390,1
7392,4
7393,3
7394,1
7400,3
7408,4
7413,34
7419,86
7420,3
7421,72
7425,29
7433,2302
7438,3
7442,63
7444,1
7447,3
7448,1
7449,301
7450,100
7453,1
7454,1
7455,11
7456,2302
7459,39085
7462,5
7465,1
7467,10
7469,2302
7473,109
7475,10
7480,48
7486,2302
7488,123
7492,1
7493,4
7494,3
7495,13
7496,12
7497,103
7499,5
7500,5
7501,2
7502,12
7503,15
7505,1047
7506,2
7507,2
7508,15
7512,4
7514,2
7518,4
7520,14
7521,8
7522,12
7526,1
7530,3058
7541,5
7542,10
7551,4
7553,4
7554,3
7557,36
7562,1
7563,39
7564,168
7567,71
7569,826
7575,46
7576,7
7578,2
7580,3
7582,1
7583,636
7589,175
7593,17
7595,1
7598,1
7601,19
7604,45
7605,2
7611,1
7616,54
7619,4
7628,1
7634,1
7636,1
7639,407
7641,22
7642,1
7644,1
7649,8
7651,222
7654,193
7656,313
7657,22
7658,1
7659,4
7666,70
7667,7
7669,1072
7671,3
7675,1
7682,2
7684,34
7688,1
7689,8
7697,4
7698,30
7702,4
7705,2
7708,10
7711,8
7716,3
7718,6
7724,4
7725,2
7731,2
7734,7
7738,69
7740,1
7742,22
7743,3
7744,3
7748,2
7749,13
7750,5
7757,2
7760,1
7761,1
7766,1
7767,7
7770,4
7781,22
7784,6
7794,1
7795,805
7799,8
7805,1
7812,4
7813,75
7816,11
7819,1
7821,1
7826,2
7827,1
7830,3
7833,7
7837,1
7839,8
7840,59
7842,2
7843,2
7844,1
7845,32
7848,122
7849,1462
7857,13
7858,21
7869,383
7870,19
7872,7
7873,1
7879,4
7885,42
7887,816
7888,1
7889,24
7890,2
7891,4
7893,7
7896,63
7897,69
7898,1
7899,1
7902,2
7903,4
7905,96
7912,1
7914,52
7919,5
7927,546
7933,4
7934,1
7937,3
7939,2
7945,5
7949,112
7951,11
7952,3
7953,70
7954,1423
7955,147
7957,22
7958,9
7959,2232
7962,2
7964,23
7965,66
7969,190
7971,1
7973,6
7974,3
7979,3
7980,2
7983,3
7984,61
7986,1
7987,3
7993,1
7996,1
8001,6
8002,8
8004,4
8006,2
8016,176
8018,3
8019,2
8021,11
8022,1
8029,104
8033,3
8034,1
8035,2
8036,2675
8040,222
8041,1
8046,16
8047,5
8050,68
8052,36
8060,789
8061,279
8062,2
8070,965
8072,1
8074,851
8079,672
8081,8
8085,1
8086,157
8088,13
8089,3
8099,1
8101,25898
8106,2
8110,222
8111,77
8112,2
8114,2
8120,131
8123,10
8125,25
8127,1
8128,21
8129,6
8132,60
8133,3
8136,123
8144,1
8148,251
8151,24
8153,18
8155,28
8157,279
8161,36
8163,2
8165,1
8167,128
8170,19
8171,7
8174,1
8178,1
8183,2
8184,1
8186,26
8187,3
8201,1
8203,1
8204,160
8206,3
8214,19099
8215,10
8218,2
8220,7
8221,1
8223,151
8227,2
8228,2
8231,9
8233,3688
8237,173
8242,40
8244,1
8245,65
8247,7
8250,2
8251,1
8253,1
8255,45
8259,1
8260,1
8263,39
8268,132
8271,1
8278,10
8289,4
8292,2
8293,2
8294,1
8296,2
8297,23
8299,5
8301,32
8302,1
8303,1
8304,16
8305,11
8308,1
